@relation 'train3-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.InterquartileRange-Rfirst-last-O2.5-E6.0-weka.filters.unsupervised.attribute.Remove-R82-83-weka.filters.unsupervised.attribute.InterquartileRange-Rfirst-last-O2.5-E10.0-weka.filters.unsupervised.attribute.Remove-R82-83-weka.filters.unsupervised.attribute.InterquartileRange-Rfirst-last-O2.2-E8.0-weka.filters.unsupervised.attribute.Remove-R82-83-weka.filters.unsupervised.attribute.InterquartileRange-Rfirst-last-O4.0-E6.0-weka.filters.unsupervised.attribute.Remove-R82-83-weka.filters.unsupervised.attribute.InterquartileRange-Rfirst-last-O3.0-E6.0-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C82-Llast-weka.filters.unsupervised.attribute.Remove-R82-83-weka.filters.unsupervised.attribute.Remove-R2-3,5-12,14-17,19,22-27,29,31-33,36-38,40,42-43,45-46,48-49,51-53,56,59-60,64-66,70-80-weka.filters.unsupervised.attribute.Remove-R23-weka.filters.unsupervised.attribute.Remove-R9-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Remove-R22-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R6-weka.filters.unsupervised.attribute.Remove-R15-weka.filters.unsupervised.attribute.Remove-R11-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-R5-precision6-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-R15-precision6'

@attribute LotFrontage numeric
@attribute Neighborhood {CollgCr,Veenker,Crawfor,NoRidge,Mitchel,Somerst,NWAmes,OldTown,BrkSide,Sawyer,NridgHt,NAmes,SawyerW,IDOTRR,MeadowV,Edwards,Timber,Gilbert,StoneBr,ClearCr,NPkVill,Blmngtn,BrDale,SWISU,Blueste}
@attribute OverallQual numeric
@attribute YearRemodAdd numeric
@attribute ExterQual {'\'(-inf-1.3]\'','\'(1.3-1.6]\'','\'(1.6-1.9]\'','\'(1.9-2.2]\'','\'(2.2-2.5]\'','\'(2.5-2.8]\'','\'(2.8-3.1]\'','\'(3.1-3.4]\'','\'(3.4-3.7]\'','\'(3.7-inf)\''}
@attribute BsmtFinSF1 numeric
@attribute TotalBsmtSF numeric
@attribute HeatingQC numeric
@attribute X1stFlrSF numeric
@attribute GrLivArea numeric
@attribute KitchenQual numeric
@attribute TotRmsAbvGrd numeric
@attribute Fireplaces numeric
@attribute GarageFinish {RFn,Unf,Fin,'No garage'}
@attribute GarageCars {'\'(-inf-0.4]\'','\'(0.4-0.8]\'','\'(0.8-1.2]\'','\'(1.2-1.6]\'','\'(1.6-2]\'','\'(2-2.4]\'','\'(2.4-2.8]\'','\'(2.8-3.2]\'','\'(3.2-3.6]\'','\'(3.6-inf)\''}
@attribute GarageArea numeric
@attribute OpenPorchSF numeric
@attribute SalePrice numeric

@data
78,NWAmes,7,1999,'\'(2.8-3.1]\'',144,1650,1,1680,1680,3,7,1,Fin,'\'(1.6-2]\'',583,73,213250
34,NAmes,7,1998,'\'(3.7-inf)\'',584,723,1,767,767,4,4,0,Fin,'\'(0.8-1.2]\'',367,40,133000
58,Gilbert,7,2006,'\'(2.8-3.1]\'',554,654,1,664,1496,3,7,1,RFn,'\'(1.6-2]\'',426,24,179665
69,NWAmes,7,1988,'\'(2.8-3.1]\'',1002,1204,3,1377,2183,3,9,0,Unf,'\'(2.8-3.2]\'',786,0,229000
70,BrkSide,6,1950,'\'(3.7-inf)\'',300,1065,1,915,1635,4,6,1,Unf,'\'(1.6-2]\'',440,38,210000
54,Mitchel,5,1970,'\'(3.7-inf)\'',619,768,1,768,768,4,5,0,Unf,'\'(1.6-2]\'',624,0,129500
49,OldTown,5,1995,'\'(3.7-inf)\'',180,825,4,825,825,4,4,0,RFn,'\'(1.6-2]\'',720,50,125000
75,Somerst,7,2004,'\'(2.8-3.1]\'',0,912,1,912,2094,3,8,1,Fin,'\'(1.6-2]\'',615,182,263000
53,NPkVill,6,1977,'\'(3.7-inf)\'',559,1069,4,1069,1069,4,4,0,RFn,'\'(1.6-2]\'',440,55,140000
50,OldTown,5,1957,'\'(3.7-inf)\'',308,928,3,928,928,4,5,0,Fin,'\'(0.8-1.2]\'',288,0,112500
87,NridgHt,8,2006,'\'(2.8-3.1]\'',0,1709,1,1717,1717,3,7,1,RFn,'\'(2.8-3.2]\'',908,39,255500
67,Edwards,4,2003,'\'(3.7-inf)\'',0,0,1,1126,1126,3,5,0,Fin,'\'(1.6-2]\'',520,96,108000
85,NridgHt,7,2004,'\'(2.8-3.1]\'',866,998,1,1006,2046,3,8,1,RFn,'\'(2.8-3.2]\'',871,62,284000
58,BrkSide,5,1950,'\'(3.7-inf)\'',0,993,4,1048,1048,4,5,1,Unf,'\'(0.8-1.2]\'',280,0,113000
69,NAmes,5,1957,'\'(3.7-inf)\'',895,1092,4,1092,1092,4,6,1,Fin,'\'(0.8-1.2]\'',299,0,141000
60,IDOTRR,4,1950,'\'(3.7-inf)\'',637,637,3,897,1336,4,7,0,Unf,'\'(0.8-1.2]\'',570,47,108000
57,Gilbert,7,1997,'\'(3.7-inf)\'',604,729,1,729,1446,4,6,1,Unf,'\'(1.6-2]\'',406,22,175000
69,Blmngtn,7,2004,'\'(2.8-3.1]\'',0,1374,1,1557,1557,3,7,1,Fin,'\'(1.6-2]\'',420,20,234000
69,Sawyer,5,1996,'\'(3.7-inf)\'',1302,1392,4,1392,1392,4,5,1,Unf,'\'(1.6-2]\'',528,0,121500
77,Mitchel,5,1975,'\'(3.7-inf)\'',1071,1389,3,1389,1389,4,6,1,RFn,'\'(1.6-2]\'',418,38,170000
63,Edwards,5,1969,'\'(3.7-inf)\'',290,996,1,996,996,4,6,1,'No garage','\'(-inf-0.4]\'',0,0,108000
66,Edwards,6,1950,'\'(3.7-inf)\'',0,1163,1,1163,1674,4,8,1,Fin,'\'(1.6-2]\'',396,36,185000
69,NoRidge,7,2000,'\'(2.8-3.1]\'',728,1095,1,1166,2295,3,9,1,RFn,'\'(1.6-2]\'',590,40,268000
66,SWISU,6,1950,'\'(3.7-inf)\'',0,806,4,841,1647,2,6,0,Unf,'\'(0.8-1.2]\'',216,66,128000
77,StoneBr,9,2007,'\'(2.8-3.1]\'',0,1122,1,1134,2504,1,11,1,Fin,'\'(2.8-3.2]\'',656,39,325000
70,NridgHt,7,2004,'\'(2.8-3.1]\'',2,1517,1,1535,1535,3,7,0,RFn,'\'(1.6-2]\'',532,0,214000
79,SawyerW,8,2009,'\'(2.8-3.1]\'',1441,1496,1,1496,2132,3,5,1,Fin,'\'(1.6-2]\'',612,40,316600
69,NAmes,5,1979,'\'(3.7-inf)\'',943,943,4,943,943,4,4,2,Unf,'\'(1.6-2]\'',600,0,135960
74,NAmes,5,1965,'\'(3.7-inf)\'',231,1728,4,1728,1728,4,10,0,Unf,'\'(1.6-2]\'',576,0,142600
60,NAmes,6,1959,'\'(3.7-inf)\'',414,864,1,864,864,3,4,0,Unf,'\'(0.8-1.2]\'',288,0,120000
83,Timber,7,2009,'\'(3.7-inf)\'',0,846,3,846,1692,3,6,0,RFn,'\'(1.6-2]\'',650,114,224500
76,Gilbert,7,2000,'\'(3.7-inf)\'',0,384,1,774,1430,4,8,1,RFn,'\'(1.6-2]\'',400,0,170000
70,NAmes,5,2005,'\'(3.7-inf)\'',349,372,4,576,1109,4,5,0,Unf,'\'(0.8-1.2]\'',288,0,139000
80,NAmes,5,1950,'\'(3.7-inf)\'',442,832,4,832,1216,4,6,0,Unf,'\'(0.8-1.2]\'',336,0,118500
52,SWISU,7,1950,'\'(3.7-inf)\'',0,861,3,877,1477,4,6,1,Unf,'\'(0.8-1.2]\'',216,50,145000
96,Sawyer,5,1966,'\'(3.7-inf)\'',328,1164,1,1320,1320,4,6,2,RFn,'\'(1.6-2]\'',564,68,164500
34,Somerst,7,2007,'\'(2.8-3.1]\'',0,689,1,703,1392,3,5,0,Unf,'\'(1.6-2]\'',540,102,146000
81,OldTown,5,1954,'\'(3.7-inf)\'',0,1050,1,1050,1795,4,7,0,Unf,'\'(0.8-1.2]\'',352,0,131500
69,NAmes,6,1987,'\'(3.7-inf)\'',594,1144,1,1429,1429,3,7,2,Unf,'\'(1.6-2]\'',572,110,181900
81,Edwards,6,1990,'\'(3.7-inf)\'',816,816,4,816,816,4,5,0,'No garage','\'(-inf-0.4]\'',0,32,118500
75,OldTown,10,2000,'\'(-inf-1.3]\'',0,1237,3,1521,2775,3,9,1,Unf,'\'(1.6-2]\'',880,502,325000
51,BrkSide,4,1995,'\'(3.7-inf)\'',0,884,1,989,1573,3,6,0,Unf,'\'(0.8-1.2]\'',240,0,133000
88,Timber,8,2006,'\'(2.8-3.1]\'',1460,1868,1,2028,2028,3,7,2,RFn,'\'(2.8-3.2]\'',880,66,369900
55,BrkSide,6,2000,'\'(3.7-inf)\'',210,816,1,838,838,2,5,0,Fin,'\'(0.8-1.2]\'',275,0,130000
74,Sawyer,5,1982,'\'(3.7-inf)\'',672,840,4,860,860,4,4,0,Unf,'\'(1.6-2]\'',528,0,137000
50,BrkSide,5,1960,'\'(3.7-inf)\'',0,742,4,779,935,4,4,0,Unf,'\'(0.8-1.2]\'',308,0,79500
64,CollgCr,7,2004,'\'(2.8-3.1]\'',490,770,1,770,1582,3,6,0,RFn,'\'(1.6-2]\'',520,45,185900
60,Mitchel,5,2003,'\'(3.7-inf)\'',816,816,1,816,816,4,4,0,Fin,'\'(1.6-2]\'',816,0,138000
69,CollgCr,6,2003,'\'(2.8-3.1]\'',685,848,1,848,848,3,4,0,Fin,'\'(1.6-2]\'',420,0,140000
88,CollgCr,5,1975,'\'(3.7-inf)\'',0,924,4,924,924,4,5,0,Unf,'\'(0.8-1.2]\'',280,0,110000
69,StoneBr,8,2006,'\'(2.8-3.1]\'',1422,1814,1,1826,1826,3,7,1,Fin,'\'(2.8-3.2]\'',758,75,319000
60,OldTown,6,1993,'\'(3.7-inf)\'',0,684,1,684,1368,4,7,0,Unf,'\'(0.8-1.2]\'',216,158,114504
53,Blmngtn,7,2007,'\'(2.8-3.1]\'',0,1258,1,1402,1402,3,7,1,Fin,'\'(2.8-3.2]\'',648,16,194201
80,Crawfor,5,1977,'\'(3.7-inf)\'',1283,1430,1,1647,1647,3,7,1,Fin,'\'(1.6-2]\'',621,0,217500
24,Blueste,6,1980,'\'(3.7-inf)\'',81,716,4,716,1556,4,6,1,Fin,'\'(1.6-2]\'',452,0,151000
74,NridgHt,8,2005,'\'(2.8-3.1]\'',546,1058,1,1058,1904,1,8,1,Fin,'\'(1.6-2]\'',736,60,275000
50,IDOTRR,6,1950,'\'(3.7-inf)\'',0,780,4,780,1375,3,6,1,Unf,'\'(0.8-1.2]\'',544,162,141000
80,SawyerW,8,1992,'\'(2.8-3.1]\'',789,908,1,927,1915,3,8,1,Fin,'\'(1.6-2]\'',506,150,220000
30,Somerst,7,2005,'\'(2.8-3.1]\'',0,600,1,600,1200,3,4,0,RFn,'\'(1.6-2]\'',480,172,151000
88,CollgCr,7,2002,'\'(2.8-3.1]\'',922,1494,1,1494,1494,3,6,1,RFn,'\'(1.6-2]\'',530,36,221000
85,NAmes,7,1990,'\'(3.7-inf)\'',454,768,4,1186,1986,4,7,3,Unf,'\'(1.6-2]\'',486,42,205000
82,CollgCr,5,1996,'\'(3.7-inf)\'',732,1040,3,1040,1040,3,6,0,Unf,'\'(1.6-2]\'',576,0,152000
78,Edwards,5,2002,'\'(3.7-inf)\'',603,896,1,1112,2008,1,8,0,Unf,'\'(0.8-1.2]\'',230,0,225000
78,Crawfor,8,1998,'\'(3.7-inf)\'',428,965,4,1940,3194,4,10,2,Unf,'\'(1.6-2]\'',380,0,359100
61,Sawyer,4,1961,'\'(3.7-inf)\'',903,1029,3,1029,1029,4,5,0,Unf,'\'(0.8-1.2]\'',261,0,118500
69,CollgCr,9,2000,'\'(2.8-3.1]\'',904,1440,1,1476,2153,1,8,2,Fin,'\'(2.8-3.2]\'',736,142,313000
69,NWAmes,6,1978,'\'(3.7-inf)\'',605,1032,4,1032,1032,4,6,1,Unf,'\'(1.6-2]\'',564,0,148000
69,CollgCr,8,2001,'\'(2.8-3.1]\'',990,1299,1,1299,1872,1,7,1,RFn,'\'(1.6-2]\'',531,122,261500
70,Mitchel,5,2007,'\'(3.7-inf)\'',206,1120,1,1120,1120,4,6,0,'No garage','\'(-inf-0.4]\'',0,30,147000
21,MeadowV,4,1972,'\'(3.7-inf)\'',150,630,1,630,630,4,3,0,'No garage','\'(-inf-0.4]\'',0,24,75500
80,NAmes,6,1963,'\'(3.7-inf)\'',763,936,1,1054,1054,3,6,0,RFn,'\'(1.6-2]\'',480,0,137500
69,Gilbert,6,2003,'\'(2.8-3.1]\'',457,783,1,807,1509,3,7,1,Fin,'\'(1.6-2]\'',393,75,183200
59,NAmes,6,1954,'\'(3.7-inf)\'',0,832,3,832,832,3,4,0,Unf,'\'(1.6-2]\'',528,0,105500
90,NridgHt,9,2007,'\'(-inf-1.3]\'',48,1822,1,1828,1828,3,9,1,Unf,'\'(2.8-3.2]\'',774,108,314813
85,Timber,8,2003,'\'(2.8-3.1]\'',871,1482,1,1482,2262,3,10,2,Fin,'\'(2.8-3.2]\'',749,0,305000
45,Edwards,3,1950,'\'(3.7-inf)\'',41,864,4,864,864,4,5,0,'No garage','\'(-inf-0.4]\'',0,0,67000
90,NWAmes,6,1997,'\'(3.7-inf)\'',956,1522,4,1548,2614,4,9,1,RFn,'\'(1.6-2]\'',624,243,240000
71,Sawyer,5,1977,'\'(3.7-inf)\'',560,980,4,980,980,4,6,0,Unf,'\'(1.6-2]\'',484,0,135000
69,Somerst,6,2000,'\'(2.8-3.1]\'',420,756,1,756,1512,3,4,1,Unf,'\'(1.6-2]\'',440,32,168500
80,NWAmes,6,1972,'\'(3.7-inf)\'',247,732,3,1012,1790,4,8,1,RFn,'\'(1.6-2]\'',484,0,165150
87,NAmes,6,1962,'\'(3.7-inf)\'',0,1116,4,1116,1116,4,5,0,Unf,'\'(1.6-2]\'',440,0,160000
69,NAmes,5,1978,'\'(3.7-inf)\'',0,978,4,1422,1422,4,6,1,RFn,'\'(0.8-1.2]\'',286,0,139900
80,NAmes,6,1972,'\'(3.7-inf)\'',674,1156,1,1520,1520,4,7,2,RFn,'\'(0.8-1.2]\'',364,0,153000
70,NAmes,5,1969,'\'(3.7-inf)\'',650,1040,4,1040,2080,2,9,2,Unf,'\'(1.6-2]\'',504,0,135000
82,NAmes,6,1964,'\'(3.7-inf)\'',624,1248,4,1350,1350,4,6,0,RFn,'\'(1.6-2]\'',520,0,168500
50,OldTown,5,1991,'\'(3.7-inf)\'',0,636,4,1089,1750,1,8,0,Unf,'\'(0.8-1.2]\'',240,0,124000
34,NridgHt,8,2006,'\'(2.8-3.1]\'',24,1554,1,1554,1554,3,6,1,RFn,'\'(1.6-2]\'',627,73,209500
85,NWAmes,7,1977,'\'(3.7-inf)\'',822,1386,4,1411,1411,4,6,1,Fin,'\'(1.6-2]\'',544,0,82500
80,NAmes,5,2005,'\'(3.7-inf)\'',480,1056,4,1056,1056,4,6,0,Unf,'\'(0.8-1.2]\'',260,0,139400
64,OldTown,6,1980,'\'(3.7-inf)\'',1056,1056,3,1056,1056,4,4,0,Unf,'\'(1.6-2]\'',576,56,144000
51,BrkSide,2,1950,'\'(1.9-2.2]\'',0,264,2,800,800,2,4,1,'No garage','\'(-inf-0.4]\'',0,0,60000
50,OldTown,5,1954,'\'(3.7-inf)\'',0,811,4,811,1387,3,7,0,Unf,'\'(0.8-1.2]\'',256,0,93000
67,Edwards,5,1950,'\'(3.7-inf)\'',0,796,3,796,796,4,4,0,'No garage','\'(-inf-0.4]\'',0,0,85000
53,Blmngtn,8,2006,'\'(2.8-3.1]\'',1154,1520,1,1567,1567,1,7,1,Fin,'\'(2.8-3.2]\'',648,0,264561
62,NridgHt,8,2004,'\'(-inf-1.3]\'',1218,1518,1,1518,1518,1,6,1,RFn,'\'(1.6-2]\'',588,140,274000
69,Somerst,7,2001,'\'(2.8-3.1]\'',738,1057,1,1057,1929,3,7,1,Fin,'\'(1.6-2]\'',650,235,226000
75,NAmes,8,1995,'\'(2.8-3.1]\'',1410,1952,3,2000,2704,1,9,3,Fin,'\'(1.6-2]\'',538,111,345000
80,NWAmes,5,1969,'\'(3.7-inf)\'',493,780,1,780,1620,4,7,0,Fin,'\'(1.6-2]\'',462,0,152000
85,Somerst,9,2009,'\'(-inf-1.3]\'',1121,1766,1,1766,1766,1,7,1,Fin,'\'(2.8-3.2]\'',478,130,370878
60,NAmes,5,1950,'\'(3.7-inf)\'',0,0,3,1048,1048,4,7,0,Unf,'\'(1.6-2]\'',420,27,98300
85,Edwards,6,1953,'\'(3.7-inf)\'',500,1094,1,1094,1094,4,5,2,RFn,'\'(1.6-2]\'',495,0,155000
70,NAmes,6,1966,'\'(3.7-inf)\'',0,756,4,1051,1839,4,7,1,Unf,'\'(1.6-2]\'',442,124,155000
21,MeadowV,4,1970,'\'(3.7-inf)\'',131,630,3,630,630,4,3,0,'No garage','\'(-inf-0.4]\'',0,0,84500
65,Somerst,7,2007,'\'(2.8-3.1]\'',0,813,1,822,1665,3,7,0,RFn,'\'(1.6-2]\'',562,0,205950
60,Edwards,4,1950,'\'(3.7-inf)\'',0,755,4,755,1510,4,7,1,Unf,'\'(0.8-1.2]\'',296,0,108000
70,CollgCr,7,1996,'\'(2.8-3.1]\'',0,880,1,909,1716,3,7,1,RFn,'\'(1.6-2]\'',512,120,191000
60,IDOTRR,6,1995,'\'(3.7-inf)\'',0,756,1,756,1469,4,7,0,Unf,'\'(0.8-1.2]\'',216,0,135000
21,BrDale,6,1971,'\'(3.7-inf)\'',0,525,4,525,1092,4,6,0,Unf,'\'(0.8-1.2]\'',264,0,88000
72,NAmes,5,2006,'\'(2.8-3.1]\'',806,1053,1,1053,1053,3,5,0,RFn,'\'(0.8-1.2]\'',312,0,145500
60,Crawfor,7,2000,'\'(3.7-inf)\'',0,776,4,851,1502,4,6,1,RFn,'\'(0.8-1.2]\'',270,0,149000
78,NAmes,6,1950,'\'(3.7-inf)\'',0,912,4,912,1458,4,6,1,Unf,'\'(0.8-1.2]\'',330,0,97500
75,Edwards,5,1999,'\'(3.7-inf)\'',637,1486,1,1486,1486,4,7,0,Fin,'\'(1.6-2]\'',480,0,167000
69,NWAmes,7,1976,'\'(3.7-inf)\'',0,793,4,1142,1935,4,7,1,RFn,'\'(1.6-2]\'',550,113,197900
52,NoRidge,8,2005,'\'(2.8-3.1]\'',1361,1629,1,1686,2448,3,8,1,RFn,'\'(2.8-3.2]\'',711,76,402000
120,NAmes,6,1968,'\'(3.7-inf)\'',0,1392,3,1392,1392,4,5,2,RFn,'\'(1.6-2]\'',576,0,110000
90,Edwards,4,1972,'\'(3.7-inf)\'',920,1138,4,1181,1181,4,6,0,RFn,'\'(1.6-2]\'',588,0,137500
49,Somerst,8,2006,'\'(2.8-3.1]\'',1721,2077,1,2097,2097,1,8,1,Fin,'\'(2.8-3.2]\'',1134,267,423000
106,Gilbert,8,2000,'\'(2.8-3.1]\'',0,1406,1,1454,1936,3,7,1,RFn,'\'(1.6-2]\'',504,124,230500
69,NAmes,6,1979,'\'(3.7-inf)\'',187,1021,4,1465,2380,4,7,1,Unf,'\'(1.6-2]\'',596,265,129000
65,SawyerW,6,1998,'\'(3.7-inf)\'',1138,1408,1,1679,1679,3,7,1,RFn,'\'(1.6-2]\'',575,42,193500
69,Sawyer,5,1987,'\'(3.7-inf)\'',988,1188,3,1437,1437,4,6,1,Unf,'\'(1.6-2]\'',576,0,168000
80,Crawfor,4,1950,'\'(3.7-inf)\'',0,700,1,1180,1180,2,5,1,Unf,'\'(0.8-1.2]\'',252,0,137500
64,CollgCr,6,2005,'\'(2.8-3.1]\'',193,738,1,738,1476,3,7,0,Fin,'\'(1.6-2]\'',540,35,173500
54,Edwards,6,1950,'\'(3.7-inf)\'',551,672,4,697,1369,4,6,0,Unf,'\'(0.8-1.2]\'',300,0,103600
69,Veenker,6,1977,'\'(2.8-3.1]\'',767,1208,4,1208,1208,4,6,1,RFn,'\'(1.6-2]\'',546,42,165000
110,Crawfor,6,2004,'\'(3.7-inf)\'',1186,1477,1,1839,1839,3,7,2,Fin,'\'(1.6-2]\'',416,87,257500
80,NAmes,6,1965,'\'(3.7-inf)\'',892,1136,4,1136,1136,4,5,1,RFn,'\'(0.8-1.2]\'',384,0,140000
24,NPkVill,6,1978,'\'(3.7-inf)\'',311,855,4,855,1441,4,7,1,Unf,'\'(1.6-2]\'',440,0,148500
60,OldTown,4,1950,'\'(3.7-inf)\'',0,1095,2,1095,1774,4,8,0,Unf,'\'(2.8-3.2]\'',779,0,87000
52,OldTown,5,2006,'\'(2.8-3.1]\'',0,768,1,792,792,3,5,0,Unf,'\'(0.8-1.2]\'',240,0,109500
80,StoneBr,8,2008,'\'(2.8-3.1]\'',0,2046,1,2046,2046,3,7,1,Fin,'\'(2.8-3.2]\'',834,82,372500
69,Sawyer,5,1961,'\'(3.7-inf)\'',827,988,4,988,988,4,5,0,Unf,'\'(1.6-2]\'',572,0,128500
50,SawyerW,6,1980,'\'(3.7-inf)\'',543,923,4,923,923,4,5,1,RFn,'\'(0.8-1.2]\'',264,0,143000
55,SWISU,5,2000,'\'(3.7-inf)\'',182,793,1,848,1520,4,6,0,Unf,'\'(0.8-1.2]\'',281,0,159434
69,ClearCr,6,1997,'\'(3.7-inf)\'',1003,1291,1,1291,1291,3,6,1,Unf,'\'(1.6-2]\'',431,0,173000
90,CollgCr,9,2002,'\'(2.8-3.1]\'',1059,1626,1,1668,1668,3,7,1,Fin,'\'(2.8-3.2]\'',702,45,285000
58,NoRidge,7,1998,'\'(2.8-3.1]\'',0,1195,3,1195,1839,4,7,0,Fin,'\'(1.6-2]\'',486,81,221000
69,StoneBr,7,1984,'\'(2.8-3.1]\'',828,1190,3,1190,2090,3,6,1,Fin,'\'(1.6-2]\'',577,0,207500
84,Somerst,7,2007,'\'(2.8-3.1]\'',0,874,1,874,1761,3,7,0,Fin,'\'(1.6-2]\'',578,105,227875
69,Somerst,7,2004,'\'(2.8-3.1]\'',239,551,1,551,1102,3,4,0,Unf,'\'(1.6-2]\'',480,60,148800
60,StoneBr,8,2007,'\'(2.8-3.1]\'',945,1419,1,1419,1419,3,7,1,RFn,'\'(1.6-2]\'',567,0,392000
61,NridgHt,6,2006,'\'(2.8-3.1]\'',20,1362,1,1362,1362,3,6,1,RFn,'\'(1.6-2]\'',460,28,194700
69,CollgCr,6,2004,'\'(2.8-3.1]\'',697,848,1,848,848,3,3,1,RFn,'\'(1.6-2]\'',420,0,141000
60,OldTown,5,1968,'\'(3.7-inf)\'',0,1073,1,1073,1073,4,4,0,Unf,'\'(0.8-1.2]\'',326,0,108480
51,BrkSide,5,1950,'\'(3.7-inf)\'',0,927,4,1067,1539,4,5,0,Unf,'\'(1.6-2]\'',576,0,141500
54,Timber,6,1987,'\'(3.7-inf)\'',980,1112,3,1137,1137,3,5,1,Unf,'\'(1.6-2]\'',551,0,176000
50,BrkSide,5,1950,'\'(3.7-inf)\'',616,616,3,616,616,4,4,0,Unf,'\'(0.8-1.2]\'',205,0,89000
57,Edwards,5,1952,'\'(3.7-inf)\'',210,980,2,1148,1148,4,6,0,Unf,'\'(0.8-1.2]\'',308,0,123500
65,Sawyer,5,2009,'\'(3.7-inf)\'',553,894,1,894,894,4,5,1,Unf,'\'(0.8-1.2]\'',336,144,138500
59,Somerst,7,2004,'\'(2.8-3.1]\'',16,1391,1,1391,1391,3,5,0,RFn,'\'(1.6-2]\'',530,158,196000
85,Timber,8,2002,'\'(2.8-3.1]\'',1274,1800,1,1800,1800,3,7,1,Fin,'\'(2.8-3.2]\'',765,78,312500
80,NWAmes,7,1969,'\'(3.7-inf)\'',0,1164,4,1164,1164,4,6,0,Unf,'\'(1.6-2]\'',528,0,140000
82,StoneBr,8,2006,'\'(-inf-1.3]\'',0,1234,1,1264,2576,1,10,1,Fin,'\'(2.8-3.2]\'',666,100,361919
76,OldTown,5,1996,'\'(3.7-inf)\'',0,360,3,1032,1812,3,8,1,Unf,'\'(1.6-2]\'',672,0,140000
70,CollgCr,7,2005,'\'(2.8-3.1]\'',712,1473,1,1484,1484,3,7,0,RFn,'\'(1.6-2]\'',606,35,213000
70,IDOTRR,4,1950,'\'(1.9-2.2]\'',0,0,2,372,1092,2,7,0,'No garage','\'(-inf-0.4]\'',0,0,55000
69,ClearCr,7,2002,'\'(3.7-inf)\'',1219,1643,4,1824,1824,3,5,2,Unf,'\'(1.6-2]\'',739,48,302000
48,NridgHt,8,2006,'\'(2.8-3.1]\'',863,1324,1,1324,1324,3,6,1,Fin,'\'(1.6-2]\'',550,38,254000
65,Gilbert,7,2007,'\'(2.8-3.1]\'',0,728,1,728,1456,3,8,1,Fin,'\'(1.6-2]\'',400,24,179540
69,Sawyer,5,1966,'\'(3.7-inf)\'',0,876,4,904,904,4,6,0,Unf,'\'(0.8-1.2]\'',408,0,109900
56,BrkSide,3,2003,'\'(2.8-3.1]\'',0,270,3,729,729,4,5,0,'No garage','\'(-inf-0.4]\'',0,0,52000
66,IDOTRR,4,1950,'\'(3.7-inf)\'',0,859,3,859,1178,4,7,0,RFn,'\'(0.8-1.2]\'',384,0,102776
40,StoneBr,8,1989,'\'(2.8-3.1]\'',767,1228,3,1228,1228,3,5,1,Fin,'\'(1.6-2]\'',472,120,189000
69,Sawyer,6,2005,'\'(2.8-3.1]\'',533,725,1,725,1479,3,6,0,RFn,'\'(1.6-2]\'',475,44,130500
78,NWAmes,6,1974,'\'(3.7-inf)\'',0,1064,4,1350,1350,4,7,1,RFn,'\'(1.6-2]\'',478,0,165000
60,OldTown,7,1998,'\'(3.7-inf)\'',0,718,1,1576,2554,4,8,0,Unf,'\'(1.6-2]\'',704,48,159500
80,NWAmes,5,2000,'\'(3.7-inf)\'',1084,1176,3,1178,1178,3,5,1,Unf,'\'(1.6-2]\'',439,0,157000
96,NoRidge,7,1994,'\'(2.8-3.1]\'',1173,1311,1,1325,2418,3,9,1,RFn,'\'(2.8-3.2]\'',983,154,341000
69,CollgCr,5,1969,'\'(3.7-inf)\'',523,971,4,971,971,4,5,1,Unf,'\'(0.8-1.2]\'',300,0,128500
69,StoneBr,8,1985,'\'(2.8-3.1]\'',1148,1742,4,1742,1742,3,5,1,RFn,'\'(1.6-2]\'',564,28,275000
69,CollgCr,6,2004,'\'(2.8-3.1]\'',662,848,1,848,848,3,3,0,RFn,'\'(1.6-2]\'',420,0,143000
70,NAmes,4,1970,'\'(3.7-inf)\'',191,864,1,864,864,4,5,0,Unf,'\'(1.6-2]\'',463,0,124500
60,Edwards,4,1972,'\'(3.7-inf)\'',0,941,1,997,1470,4,7,0,Unf,'\'(0.8-1.2]\'',548,0,135000
86,Edwards,9,2008,'\'(-inf-1.3]\'',1234,1698,1,1698,1698,1,8,1,Fin,'\'(2.8-3.2]\'',768,64,320000
60,NAmes,4,1970,'\'(3.7-inf)\'',375,864,4,864,864,3,5,0,Unf,'\'(1.6-2]\'',660,0,120500
69,Crawfor,6,2007,'\'(2.8-3.1]\'',808,880,1,1680,1680,3,5,1,Fin,'\'(1.6-2]\'',540,44,222000
64,CollgCr,7,2007,'\'(2.8-3.1]\'',724,1232,1,1232,1232,3,6,0,RFn,'\'(1.6-2]\'',632,0,194500
85,NAmes,5,1958,'\'(3.7-inf)\'',0,1584,4,1776,1776,4,9,0,Unf,'\'(2.8-3.2]\'',888,25,110000
52,IDOTRR,4,1950,'\'(3.7-inf)\'',152,780,4,848,1208,4,5,0,Unf,'\'(1.6-2]\'',539,23,103000
